,id,date,price,bedrooms,bathrooms,sqft_living,sqft_lot,floors,waterfront,view,condition,grade,yr_built,zipcode,lat,long,renovated_post2000,has_basement
11661,46100350,6/30/2014,1730000.0,5,4,5000,26540,2,0.0,3.0,3,10,1997_to_2015,98040,47.5665,-122.21,0,1
11664,7419500200,4/1/2015,1420000.0,5,3,3950,11438,2,0.0,2.0,3,10,1997_to_2015,98033,47.6898,-122.189,0,1
11674,6096500105,4/30/2015,1550000.0,4,2,2640,3000,2,0.0,0.0,3,7,pre1950,98109,47.6313,-122.344,0,1
11683,5699000070,5/28/2014,1400000.0,4,3,2980,7000,2,0.0,3.0,3,10,pre1950,98144,47.5933,-122.292,1,1
11703,486000520,6/6/2014,1370000.0,2,2,2460,16940,2,0.0,4.0,4,9,pre1950,98117,47.6792,-122.404,0,1
11717,2303900045,6/23/2014,1580000.0,4,2,4570,74487,2,0.0,4.0,5,12,pre1950,98177,47.7282,-122.37200000000001,0,0
11736,3629940160,3/11/2015,2200000.0,5,4,5840,17168,2,0.0,0.0,3,12,1997_to_2015,98029,47.5457,-121.991,0,1
11758,3592500800,10/18/2014,1850000.0,5,3,3680,6060,2,0.0,0.0,5,9,pre1950,98112,47.6341,-122.304,0,1
11817,4139420640,10/30/2014,1790000.0,4,4,5490,14300,1,0.0,4.0,3,12,1975_to_1997,98006,47.5511,-122.11399999999999,0,1
11825,4139910160,4/1/2015,1600000.0,5,3,4320,32840,2,0.0,0.0,3,12,1975_to_1997,98006,47.5461,-122.12200000000001,0,0
11831,2450500060,8/26/2014,1620000.0,4,3,3820,8114,2,0.0,0.0,3,10,1997_to_2015,98004,47.5837,-122.194,0,0
11843,1118001360,2/18/2015,1480000.0,3,3,3910,7080,1,0.0,0.0,5,9,pre1950,98112,47.6324,-122.289,0,1
11859,8835800350,1/12/2015,1950000.0,4,3,7420,167869,2,0.0,3.0,3,12,1997_to_2015,98045,47.4548,-121.764,0,0
11862,3931900510,8/29/2014,1400000.0,4,2,4070,7800,3,0.0,0.0,4,8,1997_to_2015,98115,47.6838,-122.32700000000001,0,1
11866,2288900140,12/18/2014,1620000.0,3,4,3490,4000,2,0.0,0.0,3,9,1997_to_2015,98112,47.6385,-122.281,0,1
11912,9831200520,10/6/2014,1440000.0,4,3,3720,5000,2,0.0,0.0,5,9,pre1950,98102,47.6282,-122.322,0,1
11940,2260300060,4/10/2015,2580000.0,5,3,4780,20440,1,0.0,0.0,4,10,1950_to_1975,98039,47.6242,-122.23899999999999,0,1
11963,1118000340,4/8/2015,3000000.0,5,4,4590,11265,2,0.0,0.0,4,11,pre1950,98112,47.6389,-122.288,0,1
11986,2068000270,8/5/2014,1400000.0,5,3,3850,14990,1,0.0,0.0,4,9,1950_to_1975,98004,47.6425,-122.21799999999999,0,1
11993,1959700445,7/25/2014,1300000.0,4,2,4060,5500,2,0.0,0.0,5,9,pre1950,98102,47.6437,-122.321,0,1
12006,8964800390,5/8/2014,1500000.0,3,2,2430,12757,1,0.0,2.0,4,8,1950_to_1975,98004,47.6201,-122.209,0,1
12088,8655000070,6/1/2014,1600000.0,5,3,3640,8239,2,0.0,3.0,3,10,1975_to_1997,98008,47.5842,-122.111,0,1
12092,4232900310,10/29/2014,1430000.0,5,4,3350,3600,2,0.0,0.0,3,10,1997_to_2015,98119,47.6351,-122.36399999999999,0,1
12174,4107100204,8/21/2014,2140000.0,4,3,3860,17820,1,0.0,4.0,4,10,1950_to_1975,98004,47.6224,-122.215,0,1
12176,5350201180,7/20/2014,1670000.0,4,4,3450,8395,2,0.0,4.0,4,10,1975_to_1997,98122,47.6134,-122.28200000000001,0,1
12192,1193000390,6/20/2014,1300000.0,5,4,3366,7800,2,0.0,2.0,3,8,pre1950,98199,47.6466,-122.391,0,1
12205,824059324,3/25/2015,1450000.0,4,4,3720,8301,2,0.0,0.0,3,10,1997_to_2015,98004,47.5885,-122.199,0,1
12213,1251200045,6/20/2014,1460000.0,5,3,3840,4800,3,0.0,3.0,3,10,1997_to_2015,98144,47.5929,-122.29,0,1
12224,1025039320,4/27/2015,1310000.0,4,4,3440,5000,2,0.0,0.0,3,11,1997_to_2015,98199,47.6672,-122.40899999999999,0,1
12271,1923000260,10/15/2014,1960000.0,5,4,6200,23373,3,0.0,1.0,4,11,1975_to_1997,98040,47.5632,-122.215,0,1
12275,1651800030,8/29/2014,1650000.0,4,2,2920,20400,1,0.0,0.0,4,11,1950_to_1975,98004,47.6237,-122.228,0,0
12283,3738000070,3/9/2015,1710000.0,5,2,2660,6572,1,0.0,0.0,5,9,1950_to_1975,98039,47.6176,-122.223,0,1
12337,1251200055,6/26/2014,1340000.0,4,4,3190,5040,2,0.0,3.0,3,10,1997_to_2015,98144,47.5928,-122.29,0,1
12338,8964800860,2/9/2015,1650000.0,4,2,2780,11904,1,0.0,1.0,5,8,1950_to_1975,98004,47.6209,-122.21600000000001,0,1
12353,5451300117,4/22/2015,1550000.0,4,4,5280,17677,2,0.0,3.0,3,11,1975_to_1997,98040,47.5323,-122.238,0,1
12358,6065300370,5/6/2015,4210000.0,5,6,7440,21540,2,0.0,0.0,3,12,1997_to_2015,98006,47.5692,-122.189,0,1
12447,4114601580,7/24/2014,1900000.0,6,4,3020,13237,2,1.0,4.0,3,8,pre1950,98144,47.5924,-122.287,0,1
12497,249000180,12/1/2014,1890000.0,4,4,4285,9345,2,0.0,0.0,3,10,1997_to_2015,98004,47.6332,-122.199,0,0
12565,2806300065,4/22/2015,1960000.0,4,4,4430,31353,2,0.0,0.0,3,12,1997_to_2015,98005,47.6422,-122.15700000000001,0,0
12597,269000970,4/2/2015,1300000.0,5,4,4450,7680,2,0.0,0.0,3,9,1997_to_2015,98199,47.6418,-122.39200000000001,0,1
12601,3225069241,4/22/2015,2000000.0,3,2,3490,21064,1,1.0,4.0,3,10,1950_to_1975,98074,47.6092,-122.073,0,1
12636,7490000040,7/18/2014,2540000.0,5,3,3730,10626,1,0.0,4.0,4,10,1950_to_1975,98004,47.623999999999995,-122.221,0,0
12638,809001520,11/5/2014,1850000.0,4,3,3480,6000,3,0.0,0.0,3,8,1997_to_2015,98109,47.6353,-122.353,0,0
12669,5460500040,4/21/2015,1300000.0,5,4,4440,9270,1,0.0,0.0,5,10,1950_to_1975,98040,47.5708,-122.212,0,1
12692,2804600155,5/7/2015,1350000.0,4,2,2000,3728,2,0.0,0.0,4,9,pre1950,98112,47.643,-122.29899999999999,0,1
12700,853200040,4/28/2015,2410000.0,5,2,4600,23250,2,0.0,2.0,3,9,pre1950,98004,47.62300000000001,-122.21799999999999,1,1
12764,1225069038,5/5/2014,2280000.0,7,8,13540,307752,3,0.0,4.0,3,12,1997_to_2015,98053,47.6675,-121.986,0,1
12805,2397100975,2/20/2015,1310000.0,6,3,2980,7200,2,0.0,2.0,3,8,pre1950,98119,47.6366,-122.36200000000001,0,0
12813,3025059072,7/25/2014,1750000.0,4,2,3910,22710,2,0.0,0.0,3,8,pre1950,98004,47.6295,-122.21700000000001,1,0
12841,1732800865,10/2/2014,1300000.0,4,2,3470,4160,2,0.0,0.0,3,9,pre1950,98119,47.63,-122.363,0,1
12859,2424049029,5/29/2014,3100000.0,6,4,6980,15682,3,0.0,4.0,4,12,1997_to_2015,98040,47.5552,-122.23100000000001,0,1
12871,3861470120,11/26/2014,1610000.0,4,3,4270,25807,2,0.0,0.0,3,11,1975_to_1997,98004,47.5951,-122.206,0,0
13007,1118001201,1/30/2015,2300000.0,4,2,3370,8402,1,0.0,0.0,5,10,1950_to_1975,98112,47.6349,-122.29,0,1
13055,7856410411,9/22/2014,1700000.0,4,4,3860,15246,2,0.0,4.0,3,11,1997_to_2015,98006,47.56,-122.161,0,1
13058,1118001215,2/4/2015,2250000.0,3,2,3420,8700,1,0.0,0.0,3,9,1950_to_1975,98112,47.6352,-122.29,0,1
13176,5093300325,5/23/2014,1610000.0,4,4,4390,11600,2,0.0,3.0,3,11,1975_to_1997,98040,47.5862,-122.24600000000001,0,1
13183,5493100366,6/25/2014,1700000.0,5,4,5850,22885,2,0.0,2.0,4,11,1975_to_1997,98004,47.606,-122.211,0,1
13222,3262300322,4/8/2015,1650000.0,4,3,3640,13530,1,0.0,0.0,3,9,pre1950,98039,47.6293,-122.238,0,1
13243,1954700410,8/1/2014,2550000.0,4,3,4190,8805,2,0.0,2.0,5,9,pre1950,98112,47.6181,-122.28399999999999,0,1
13254,5425700205,5/20/2014,1800000.0,4,4,4460,16953,1,0.0,0.0,3,9,1950_to_1975,98039,47.6338,-122.23200000000001,0,1
13258,2524049318,5/28/2014,2000000.0,4,3,4260,18000,2,0.0,2.0,3,11,1997_to_2015,98040,47.5355,-122.24,0,0
13267,1068000150,5/1/2015,2000000.0,4,3,3910,7500,2,0.0,2.0,4,11,pre1950,98199,47.6448,-122.40899999999999,0,1
13281,4219400580,6/12/2014,1690000.0,4,2,3000,7500,2,0.0,0.0,3,9,pre1950,98105,47.6571,-122.277,0,0
13386,5093301285,3/27/2015,1580000.0,4,2,2900,10500,1,0.0,3.0,5,8,1950_to_1975,98040,47.5838,-122.24600000000001,0,1
13387,1524069044,10/9/2014,1820000.0,4,4,6380,88714,2,0.0,0.0,3,12,1997_to_2015,98029,47.5592,-122.015,0,0
13398,2426039123,1/30/2015,2420000.0,5,5,7880,24250,2,0.0,2.0,3,13,1975_to_1997,98177,47.7334,-122.36200000000001,0,0
13406,2525049246,10/17/2014,1550000.0,2,2,2950,15593,1,0.0,0.0,4,8,pre1950,98039,47.6209,-122.236,0,1
13478,1336800065,3/24/2015,1330000.0,4,2,3260,4640,2,0.0,0.0,5,9,pre1950,98112,47.6272,-122.31200000000001,0,1
13479,9413900035,1/9/2015,1650000.0,4,3,3910,7500,2,0.0,0.0,3,10,1997_to_2015,98033,47.6527,-122.198,0,0
13515,3025059124,8/28/2014,3170000.0,5,4,4330,11979,1,0.0,4.0,3,12,1997_to_2015,98004,47.6251,-122.21799999999999,0,1
13529,251500330,10/14/2014,1780000.0,3,2,4320,19225,1,0.0,0.0,4,10,1950_to_1975,98004,47.6368,-122.21600000000001,0,1
13535,6762700515,4/21/2015,1480000.0,3,2,2570,5000,2,0.0,0.0,3,11,1975_to_1997,98102,47.6295,-122.32,0,0
13608,2525049266,8/21/2014,1760000.0,3,2,3060,16000,2,0.0,0.0,3,10,1975_to_1997,98039,47.6189,-122.23,0,0
13620,3528900401,7/1/2014,1640000.0,3,3,3140,5445,2,0.0,3.0,4,10,pre1950,98109,47.6406,-122.34700000000001,0,1
13662,4389201075,7/31/2014,1900000.0,4,2,3680,13351,2,0.0,2.0,5,9,pre1950,98004,47.6154,-122.214,0,0
13687,4139900180,4/20/2015,2340000.0,4,2,4500,35200,1,0.0,0.0,3,13,1975_to_1997,98006,47.5477,-122.126,0,0
13697,2923500230,12/16/2014,2600000.0,4,4,5270,12195,2,1.0,4.0,3,11,1975_to_1997,98027,47.5696,-122.09,0,1
13715,9578050120,8/8/2014,1330000.0,4,2,4010,37076,2,0.0,0.0,4,12,1975_to_1997,98052,47.7139,-122.10600000000001,0,0
13745,3220200040,6/16/2014,1710000.0,3,3,2940,5432,3,0.0,3.0,4,10,1975_to_1997,98109,47.6299,-122.354,0,1
13757,1795800040,9/3/2014,1350000.0,4,3,5370,20388,2,0.0,4.0,4,11,1975_to_1997,98198,47.405,-122.331,0,0
13774,5035300325,4/14/2015,1810000.0,3,2,2910,15626,2,0.0,0.0,4,9,pre1950,98199,47.6534,-122.412,0,1
13838,5461300150,12/11/2014,1800000.0,5,3,2880,20274,1,0.0,3.0,4,9,1950_to_1975,98004,47.6267,-122.22200000000001,0,1
13856,824059042,5/30/2014,1890000.0,5,4,4180,17935,2,0.0,0.0,3,11,1997_to_2015,98004,47.5873,-122.20200000000001,0,0
13954,3126059023,3/3/2015,3400000.0,4,4,4730,47870,1,1.0,4.0,3,10,1950_to_1975,98033,47.6967,-122.21600000000001,0,1
13971,4094800120,6/19/2014,1820000.0,5,3,3880,13000,2,0.0,0.0,3,10,1950_to_1975,98040,47.5467,-122.234,1,0
14000,1336800880,8/22/2014,1400000.0,4,2,3780,5160,2,0.0,0.0,4,9,pre1950,98112,47.6275,-122.30799999999999,0,1
14017,5316101075,9/26/2014,2890000.0,7,3,5350,14400,2,0.0,0.0,4,10,pre1950,98112,47.6295,-122.285,0,1
14019,3459900230,11/25/2014,1680000.0,4,4,7620,29536,2,0.0,3.0,3,11,1997_to_2015,98006,47.5571,-122.14,0,1
14039,7397300220,5/29/2014,2750000.0,4,3,4430,21000,2,0.0,0.0,3,10,1950_to_1975,98039,47.6398,-122.23700000000001,1,0
14070,3625059043,9/4/2014,3300000.0,5,5,6200,13873,2,1.0,4.0,4,11,1975_to_1997,98008,47.605,-122.11200000000001,0,1
14083,1338800365,5/7/2014,1500000.0,6,2,3560,6480,2,0.0,0.0,4,11,pre1950,98112,47.626999999999995,-122.304,0,0
14126,6065300330,6/20/2014,2110000.0,3,2,3230,17833,2,0.0,0.0,4,9,1950_to_1975,98006,47.5683,-122.18799999999999,0,0
14172,1333300145,3/4/2015,2230000.0,3,4,4200,30120,2,0.0,2.0,4,11,pre1950,98112,47.6379,-122.311,0,1
14186,1370803460,5/7/2014,1340000.0,3,3,2960,5500,2,0.0,2.0,3,10,pre1950,98199,47.6356,-122.402,0,1
14219,824059305,1/8/2015,2200000.0,5,4,5840,11652,2,0.0,1.0,3,11,1975_to_1997,98004,47.5835,-122.20200000000001,0,1
14220,5318101565,7/3/2014,1630000.0,4,3,2980,3600,2,0.0,0.0,3,9,1997_to_2015,98112,47.6352,-122.28399999999999,0,1
14241,2425049107,3/5/2015,1950000.0,4,4,4150,17424,1,0.0,0.0,3,9,1950_to_1975,98039,47.638999999999996,-122.236,0,1
14284,7237500360,11/6/2014,1500000.0,4,4,5550,12968,2,0.0,0.0,3,11,1997_to_2015,98059,47.5305,-122.135,0,0
14294,3528000040,10/1/2014,1690000.0,3,3,5290,224442,2,0.0,0.0,4,11,1975_to_1997,98053,47.6671,-122.051,0,1
14295,3528000040,3/26/2015,1800000.0,3,3,5290,224442,2,0.0,0.0,4,11,1975_to_1997,98053,47.6671,-122.051,0,1
14339,9471201175,5/6/2014,1580000.0,4,3,3760,10920,2,0.0,0.0,5,9,pre1950,98105,47.6687,-122.264,0,1
14372,2425049061,8/25/2014,2200000.0,3,2,3570,30456,1,0.0,1.0,3,8,pre1950,98039,47.6413,-122.24,0,1
14406,629800540,9/9/2014,1500000.0,4,4,5020,26319,2,0.0,0.0,3,12,1997_to_2015,98074,47.6008,-122.01,0,0
14499,6169900790,6/20/2014,2400000.0,6,4,5480,10800,2,0.0,3.0,4,9,1997_to_2015,98119,47.6307,-122.367,0,1
14536,632000065,6/11/2014,1990000.0,3,2,2880,13500,1,0.0,4.0,5,8,pre1950,98004,47.6281,-122.21600000000001,0,1
14542,2303900035,6/11/2014,2890000.0,5,6,8670,64033,2,0.0,4.0,3,13,1950_to_1975,98177,47.7295,-122.37200000000001,0,1
14605,7936500109,7/25/2014,2230000.0,3,3,3620,28064,2,1.0,4.0,5,10,1975_to_1997,98136,47.5516,-122.398,0,1
14625,8835900220,8/28/2014,1440000.0,2,2,2720,16637,1,0.0,3.0,3,10,1950_to_1975,98118,47.5499,-122.264,0,1
14633,1234000704,4/3/2015,1380000.0,5,4,3680,8680,2,0.0,0.0,3,9,1997_to_2015,98033,47.6575,-122.197,0,0
14667,4139910180,1/14/2015,1480000.0,5,4,4770,31570,2,0.0,0.0,3,12,1975_to_1997,98006,47.5468,-122.12299999999999,0,0
14668,7278100515,8/21/2014,1300000.0,2,2,2910,19449,2,1.0,4.0,5,9,1975_to_1997,98177,47.7729,-122.39299999999999,0,1
14671,98000150,1/2/2015,1470000.0,4,4,4930,22093,2,0.0,3.0,3,12,1997_to_2015,98075,47.5874,-121.965,0,0
14760,9412400220,7/10/2014,1610000.0,4,3,5470,18200,2,1.0,4.0,3,11,1975_to_1997,98118,47.5316,-122.26299999999999,0,1
14802,1525059261,5/5/2015,1900000.0,5,4,5160,44315,2,0.0,0.0,3,12,1975_to_1997,98005,47.6568,-122.154,0,0
14808,3623500408,3/30/2015,2600000.0,3,3,3410,16015,2,1.0,4.0,4,10,1950_to_1975,98040,47.5721,-122.23899999999999,0,1
14851,2617900035,12/1/2014,1520000.0,6,4,3720,11690,2,0.0,0.0,3,10,1997_to_2015,98040,47.5699,-122.226,0,0
14909,6613000715,7/21/2014,1340000.0,4,3,2760,4905,2,0.0,1.0,4,9,pre1950,98105,47.6591,-122.27,0,1
14926,3627800050,7/15/2014,1380000.0,5,4,3760,22763,1,0.0,3.0,4,11,1950_to_1975,98040,47.5333,-122.22,0,1
14939,2344300170,8/15/2014,1500000.0,5,4,4370,12240,2,0.0,0.0,3,11,1975_to_1997,98004,47.582,-122.199,0,1
14947,5700003810,7/23/2014,1480000.0,4,2,3920,7200,2,0.0,0.0,3,10,pre1950,98144,47.5731,-122.28399999999999,0,1
14958,1336800670,12/29/2014,1430000.0,5,3,2840,6240,2,0.0,0.0,5,9,pre1950,98112,47.6285,-122.309,0,1
14981,4054550010,4/13/2015,1640000.0,5,4,4780,118047,2,0.0,0.0,3,11,1975_to_1997,98077,47.7243,-122.052,0,0
15008,2210500010,9/30/2014,2450000.0,7,4,4670,23115,2,0.0,2.0,3,11,1975_to_1997,98039,47.6183,-122.227,0,0
15024,1370800680,3/24/2015,1300000.0,3,3,3450,5350,2,0.0,3.0,4,9,pre1950,98199,47.6389,-122.40700000000001,0,1
15025,2726049034,11/10/2014,2000000.0,3,3,2610,16387,2,0.0,4.0,3,9,1997_to_2015,98125,47.7175,-122.27799999999999,0,0
15035,8924600020,11/14/2014,1540000.0,4,4,5770,10050,1,0.0,3.0,5,9,pre1950,98115,47.677,-122.275,0,1
15058,251610020,5/8/2015,1580000.0,4,3,3480,19991,2,0.0,2.0,4,10,1975_to_1997,98004,47.6354,-122.214,0,1
15104,3616600250,5/27/2014,1600000.0,3,3,3790,19000,2,0.0,4.0,3,10,1975_to_1997,98177,47.724,-122.37299999999999,0,0
15121,8964800050,3/4/2015,1770000.0,3,2,2580,14603,1,0.0,2.0,4,9,1950_to_1975,98004,47.6199,-122.212,0,0
15138,1370800225,3/18/2015,2150000.0,4,3,3840,6214,2,0.0,3.0,4,10,pre1950,98199,47.6388,-122.406,0,1
15144,5493110020,1/16/2015,1950000.0,4,3,4020,18745,2,0.0,4.0,4,10,1975_to_1997,98004,47.6042,-122.21,0,1
15152,3304700130,1/28/2015,1760000.0,4,4,3860,67953,2,0.0,2.0,4,12,pre1950,98177,47.7469,-122.37799999999999,0,0
15166,9185700285,12/23/2014,2200000.0,4,4,3790,7200,2,0.0,0.0,3,10,pre1950,98112,47.6264,-122.289,0,1
15190,3835500585,10/16/2014,1900000.0,4,3,4280,12668,2,0.0,0.0,3,9,pre1950,98004,47.6185,-122.219,1,1
15199,1651800010,7/2/2014,1300000.0,4,2,2610,21600,1,0.0,0.0,4,8,1950_to_1975,98004,47.6245,-122.227,0,0
15215,1326059142,10/28/2014,1400000.0,4,3,3520,128502,2,0.0,2.0,4,10,1975_to_1997,98072,47.7448,-122.117,0,0
15231,629000605,2/27/2015,1400000.0,3,2,2910,10044,2,0.0,0.0,4,10,1975_to_1997,98004,47.5845,-122.199,0,0
15232,5536100005,8/8/2014,2300000.0,7,5,5310,8816,2,0.0,0.0,3,10,1997_to_2015,98004,47.6221,-122.208,0,1
15241,2425049063,9/11/2014,3640000.0,4,3,4830,22257,2,1.0,4.0,4,11,1975_to_1997,98039,47.6409,-122.241,0,0
15244,1732800780,2/12/2015,3070000.0,5,3,4150,7500,2,0.0,4.0,5,11,pre1950,98119,47.6303,-122.36200000000001,0,1
15249,629800660,9/9/2014,1680000.0,4,5,4790,25412,2,0.0,0.0,3,12,1997_to_2015,98074,47.603,-122.012,0,0
15283,6169900545,6/25/2014,1330000.0,3,2,1940,2885,2,0.0,2.0,3,8,pre1950,98119,47.6308,-122.369,0,0
15314,1257200050,7/31/2014,1310000.0,5,4,3270,4080,2,0.0,0.0,3,9,1997_to_2015,98115,47.6754,-122.32700000000001,0,0
15333,4139900050,5/19/2014,1470000.0,4,3,5010,34460,2,0.0,0.0,3,12,1975_to_1997,98006,47.5469,-122.12700000000001,0,0
15363,1568100920,4/8/2015,1950000.0,4,2,3440,14554,2,0.0,4.0,3,8,1997_to_2015,98155,47.7364,-122.286,0,1
15401,777100005,11/22/2014,1650000.0,3,2,2750,6203,1,1.0,4.0,5,7,1950_to_1975,98074,47.6163,-122.068,0,1
15416,9550202140,11/17/2014,1310000.0,4,4,3490,5625,2,0.0,0.0,3,9,1997_to_2015,98103,47.6685,-122.33200000000001,0,1
15468,624069108,8/12/2014,3200000.0,4,3,7000,28206,1,1.0,4.0,4,12,1975_to_1997,98075,47.5928,-122.086,0,1
15498,4030100005,12/9/2014,1800000.0,5,4,4320,39094,2,1.0,4.0,3,8,pre1950,98155,47.7519,-122.27600000000001,0,0
15539,1732801150,7/1/2014,2300000.0,4,5,3970,9778,2,0.0,2.0,4,11,pre1950,98119,47.6312,-122.366,0,1
15553,5493110080,8/15/2014,1830000.0,3,4,6030,39317,2,0.0,0.0,3,11,1975_to_1997,98004,47.6055,-122.21,0,1
15578,5093300280,7/9/2014,1680000.0,5,5,4830,18707,2,0.0,1.0,5,9,1950_to_1975,98040,47.5858,-122.24700000000001,0,1
15618,3625049088,7/2/2014,2270000.0,4,3,4040,18916,1,0.0,0.0,4,9,1950_to_1975,98039,47.6155,-122.238,0,0
15653,1118001835,12/23/2014,1720000.0,4,2,3070,7207,2,0.0,0.0,4,10,pre1950,98112,47.6325,-122.29,0,1
15654,4030100290,10/1/2014,1680000.0,5,4,5170,7197,3,1.0,4.0,3,11,1997_to_2015,98155,47.7561,-122.271,0,1
15665,5026900235,9/11/2014,1850000.0,4,3,2910,1880,2,0.0,3.0,5,9,pre1950,98122,47.61600000000001,-122.28200000000001,0,1
15678,6117502230,12/1/2014,1640000.0,3,4,4660,21164,2,1.0,4.0,3,12,1950_to_1975,98166,47.4418,-122.354,0,0
15708,9315600050,3/17/2015,1680000.0,5,3,4560,19080,1,0.0,0.0,5,9,1950_to_1975,98004,47.6291,-122.226,0,1
15750,4219401236,5/20/2014,1690000.0,3,2,3400,8965,1,0.0,2.0,5,9,1950_to_1975,98105,47.6569,-122.273,0,1
15784,1525069134,3/12/2015,1300000.0,4,4,3790,90169,2,0.0,0.0,3,11,1997_to_2015,98053,47.6587,-122.022,0,0
15814,4139420190,5/12/2015,2480000.0,4,5,5310,16909,1,0.0,4.0,3,12,1975_to_1997,98006,47.5515,-122.113,0,1
15821,5317100780,5/12/2014,1300000.0,4,3,2330,9687,2,0.0,3.0,3,9,pre1950,98112,47.6264,-122.28299999999999,0,0
15826,7351200050,12/18/2014,1340000.0,4,2,2300,13342,2,1.0,4.0,3,7,pre1950,98125,47.7308,-122.28200000000001,0,0
15834,5608000190,7/14/2014,1520000.0,5,4,5930,13288,2,0.0,2.0,3,11,1975_to_1997,98027,47.5542,-122.09700000000001,0,1
15860,7403200050,11/13/2014,1600000.0,3,2,3370,23065,1,1.0,4.0,3,10,1975_to_1997,98028,47.7434,-122.26299999999999,0,1
15878,4389200876,7/1/2014,1570000.0,4,3,2970,12750,2,0.0,1.0,4,7,pre1950,98004,47.6135,-122.213,0,1
15898,98000130,3/24/2015,1430000.0,4,5,4630,24054,2,0.0,3.0,3,11,1997_to_2015,98075,47.586999999999996,-121.96600000000001,0,0
15910,7533800170,7/7/2014,1640000.0,3,2,3110,6765,2,0.0,1.0,4,9,pre1950,98115,47.6886,-122.27600000000001,0,1
15990,4122900190,5/12/2014,1350000.0,5,2,3380,20021,1,0.0,0.0,4,8,1950_to_1975,98004,47.6395,-122.211,0,1
16011,1370801440,3/25/2015,1400000.0,4,2,3520,7815,2,0.0,3.0,3,10,pre1950,98199,47.6429,-122.412,0,1
16024,4139420430,6/11/2014,1370000.0,5,4,4210,17258,2,0.0,3.0,3,12,1975_to_1997,98006,47.553000000000004,-122.11399999999999,0,0
16067,3885801190,7/30/2014,1390000.0,4,4,3230,7200,1,0.0,1.0,3,10,1997_to_2015,98033,47.6838,-122.212,0,1
16092,4385700425,5/5/2014,1430000.0,2,2,2220,4000,2,0.0,0.0,3,9,1997_to_2015,98112,47.6364,-122.28,0,0
16106,2574900080,5/13/2014,1550000.0,5,3,3370,17458,1,0.0,2.0,5,10,1975_to_1997,98040,47.5591,-122.229,0,1
16110,1118000080,3/31/2015,1930000.0,4,4,3600,16101,1,0.0,0.0,3,9,1950_to_1975,98112,47.6308,-122.287,0,0
16122,5556300114,12/19/2014,1320000.0,3,2,2040,42693,1,0.0,2.0,3,10,1975_to_1997,98052,47.6479,-122.12,0,0
16170,1925059073,10/10/2014,1300000.0,5,2,2130,19180,1,0.0,0.0,3,8,1950_to_1975,98004,47.63800000000001,-122.213,0,1
16173,6117500460,6/30/2014,1310000.0,4,2,2680,12215,1,1.0,4.0,3,9,1950_to_1975,98166,47.4396,-122.353,0,1
16179,1725059136,11/21/2014,1820000.0,4,4,4510,12873,2,0.0,2.0,3,12,1997_to_2015,98033,47.6491,-122.20100000000001,0,0
16204,9522300010,3/31/2015,1490000.0,3,4,4560,14608,2,0.0,2.0,3,12,1975_to_1997,98034,47.6995,-122.228,0,0
16238,3760500280,10/14/2014,1950000.0,3,2,2510,12779,2,0.0,4.0,3,10,1950_to_1975,98034,47.6982,-122.23100000000001,0,0
16239,5315100277,5/13/2014,1400000.0,5,4,3530,7924,2,0.0,0.0,3,10,1997_to_2015,98040,47.5894,-122.243,0,0
16244,1652500010,3/26/2015,2330000.0,4,4,4420,20759,2,0.0,0.0,3,11,1997_to_2015,98004,47.6354,-122.221,0,0
16254,3025300250,5/13/2015,1620000.0,4,2,2350,17709,2,0.0,0.0,4,9,1975_to_1997,98039,47.6232,-122.236,0,0
16280,3528900086,5/8/2014,1310000.0,5,3,2800,3200,2,0.0,0.0,5,10,pre1950,98109,47.6421,-122.35,1,1
16287,1130000005,7/15/2014,1600000.0,3,2,3170,5000,2,0.0,0.0,5,10,1950_to_1975,98102,47.6349,-122.318,0,1
16288,7397300170,5/30/2014,3710000.0,4,4,5550,28078,2,0.0,2.0,4,12,1997_to_2015,98039,47.6395,-122.234,0,1
16321,191100275,9/26/2014,1350000.0,4,4,3500,9525,2,0.0,0.0,3,10,1997_to_2015,98040,47.5641,-122.221,0,0
16334,5700004040,9/5/2014,1500000.0,3,3,3990,8505,2,0.0,2.0,3,9,pre1950,98144,47.5744,-122.28299999999999,0,1
16345,2579500101,4/21/2015,1390000.0,4,4,4010,10880,2,0.0,3.0,4,11,1975_to_1997,98040,47.5359,-122.213,0,1
16375,9544200277,10/15/2014,1660000.0,4,3,4240,11189,2,0.0,2.0,3,10,1997_to_2015,98033,47.6526,-122.191,0,0
16378,3896100130,6/17/2014,1540000.0,3,2,2880,7599,1,0.0,2.0,3,9,1950_to_1975,98033,47.6938,-122.215,1,1
16416,715010130,2/2/2015,1750000.0,6,4,5860,13928,2,0.0,3.0,3,10,1997_to_2015,98006,47.5382,-122.11399999999999,0,1
16434,3885803044,9/2/2014,1880000.0,4,5,5810,7440,2,0.0,0.0,3,10,1997_to_2015,98033,47.6878,-122.212,0,1
16510,3303850290,4/9/2015,1400000.0,5,4,4700,22326,2,0.0,0.0,3,11,1997_to_2015,98006,47.5417,-122.111,0,0
16511,2025059026,2/25/2015,1980000.0,4,4,4500,44384,1,0.0,0.0,3,12,1975_to_1997,98004,47.6323,-122.19200000000001,0,1
16566,8081500050,3/2/2015,1810000.0,5,2,4250,20441,1,0.0,1.0,4,11,1975_to_1997,98004,47.6377,-122.211,0,1
